dataset,evolution_method,mutation,crossover,generations,sub_gens,batch_size,batch_offset,number_parents,clamp_min,clamp_max,accuracy
mnist_normalized,JDE,degl,bin,4000,5,200,50,784,-1.000000000,1.000000000,0.843980000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,25,100,100,784,-1.000000000,1.000000000,0.843940000
mnist_normalized,SHADE,curr_p_best,bin,4000,10,100,100,784,-1.000000000,1.000000000,0.843780000
mnist_normalized,JDE,rand/1,bin,4000,5,200,50,784,-1.000000000,1.000000000,0.843660000
mnist_normalized,JDE,rand/1,bin,4000,25,200,100,784,-1.000000000,1.000000000,0.843360000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,5,200,50,784,-1.000000000,1.000000000,0.843360000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,7,100,25,784,-1.000000000,1.000000000,0.843080000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,3,50,25,784,-1.000000000,1.000000000,0.842760000
mnist_normalized,SHADE,curr_p_best,bin,4000,5,100,50,784,-1.000000000,1.000000000,0.842760000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,10,200,100,784,-1.000000000,1.000000000,0.842580000
mnist_normalized,JDE,curr_p_best,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.842160000
mnist_normalized,JDE,curr_p_best,interm,4000,13,100,50,784,-1.000000000,1.000000000,0.841820000
mnist_normalized,JDE,rand/1,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.841780000
mnist_normalized,JDE,rand/1,bin,4000,20,200,200,784,-1.000000000,1.000000000,0.841140000
mnist_normalized,L-SHADE,rand/1,bin,4000,20,200,200,784,-1.000000000,1.000000000,0.840680000
mnist_normalized,SHADE,curr_p_best,interm,4000,3,50,12,784,-1.000000000,1.000000000,0.840680000
mnist_normalized,JDE,degl,bin,4000,5,50,50,784,-1.000000000,1.000000000,0.840540000
mnist_normalized,SHADE,curr_p_best,interm,4000,12,50,50,784,-1.000000000,1.000000000,0.840380000
mnist_normalized,JADE,curr_p_best,bin,4000,13,200,50,784,-1.000000000,1.000000000,0.839800000
mnist_normalized,JADE,curr_p_best,bin,4000,3,50,25,784,-1.000000000,1.000000000,0.839420000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,5,50,50,784,-1.000000000,1.000000000,0.839120000
mnist_normalized,SHADE,curr_p_best,interm,4000,6,50,25,784,-1.000000000,1.000000000,0.838920000
mnist_normalized,JDE,degl,interm,4000,20,200,200,784,-1.000000000,1.000000000,0.838780000
mnist_normalized,JDE,rand/1,bin,4000,10,200,100,784,-1.000000000,1.000000000,0.838680000
mnist_normalized,L-SHADE,rand/1,bin,4000,10,200,100,784,-1.000000000,1.000000000,0.838240000
mnist_normalized,JDE,rand/1,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.838100000
mnist_normalized,JDE,degl,bin,4000,3,100,25,784,-1.000000000,1.000000000,0.838060000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,20,200,200,784,-1.000000000,1.000000000,0.837680000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,25,100,50,784,-1.000000000,1.000000000,0.837600000
mnist_normalized,JADE,curr_p_best,interm,4000,6,50,12,784,-1.000000000,1.000000000,0.837120000
mnist_normalized,JADE,curr_p_best,interm,4000,13,50,25,784,-1.000000000,1.000000000,0.836980000
mnist_normalized,JDE,curr_p_best,bin,4000,6,50,12,784,-1.000000000,1.000000000,0.835680000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,50,100,100,784,-1.000000000,1.000000000,0.835540000
mnist_normalized,JDE,degl,bin,4000,5,100,50,784,-1.000000000,1.000000000,0.835340000
mnist_normalized,JADE,degl,bin,4000,10,200,100,784,-1.000000000,1.000000000,0.833620000
mnist_normalized,JDE,degl,bin,4000,3,50,25,784,-1.000000000,1.000000000,0.833520000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,13,100,25,784,-1.000000000,1.000000000,0.833420000
mnist_normalized,SHADE,curr_p_best,bin,4000,3,100,25,784,-1.000000000,1.000000000,0.833380000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,10,100,100,784,-1.000000000,1.000000000,0.832820000
mnist_normalized,SHADE,curr_p_best,bin,4000,3,50,25,784,-1.000000000,1.000000000,0.832780000
mnist_normalized,JDE,curr_p_best,interm,4000,7,100,25,784,-1.000000000,1.000000000,0.832640000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,2,50,12,784,-1.000000000,1.000000000,0.832140000
mnist_normalized,JADE,curr_p_best,bin,4000,25,200,100,784,-1.000000000,1.000000000,0.831980000
mnist_normalized,JDE,curr_p_best,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.831920000
mnist_normalized,SHADE,curr_p_best,bin,4000,5,50,50,784,-1.000000000,1.000000000,0.831880000
mnist_normalized,JADE,curr_p_best,bin,4000,25,200,50,784,-1.000000000,1.000000000,0.831360000
mnist_normalized,L-SHADE,rand/1,bin,4000,25,200,100,784,-1.000000000,1.000000000,0.830680000
mnist_normalized,JADE,degl,bin,4000,50,200,200,784,-1.000000000,1.000000000,0.830580000
mnist_normalized,JDE,degl,interm,4000,10,100,100,784,-1.000000000,1.000000000,0.830320000
mnist_normalized,JADE,degl,bin,4000,5,200,50,784,-1.000000000,1.000000000,0.830260000
mnist_normalized,JADE,curr_p_best,interm,4000,25,50,50,784,-1.000000000,1.000000000,0.830240000
mnist_normalized,JDE,curr_p_best,interm,4000,25,200,100,784,-1.000000000,1.000000000,0.830240000
mnist_normalized,JADE,degl,bin,4000,25,200,100,784,-1.000000000,1.000000000,0.829720000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,5,100,50,784,-1.000000000,1.000000000,0.829580000
mnist_normalized,JADE,degl,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.829360000
mnist_normalized,SHADE,curr_p_best,interm,4000,6,50,12,784,-1.000000000,1.000000000,0.829040000
mnist_normalized,JDE,curr_p_best,interm,4000,50,100,100,784,-1.000000000,1.000000000,0.828900000
mnist_normalized,SHADE,curr_p_best,interm,4000,25,50,50,784,-1.000000000,1.000000000,0.828680000
mnist_normalized,JADE,degl,bin,4000,13,200,50,784,-1.000000000,1.000000000,0.828440000
mnist_normalized,L-SHADE,rand/1,bin,4000,13,200,50,784,-1.000000000,1.000000000,0.828440000
mnist_normalized,SHADE,curr_p_best,interm,4000,13,50,25,784,-1.000000000,1.000000000,0.828220000
mnist_normalized,SHADE,degl,bin,4000,10,200,100,784,-1.000000000,1.000000000,0.827120000
mnist_normalized,JADE,degl,bin,4000,20,200,200,784,-1.000000000,1.000000000,0.827100000
mnist_normalized,SHADE,curr_p_best,bin,4000,13,200,50,784,-1.000000000,1.000000000,0.826920000
mnist_normalized,JDE,curr_p_best,interm,4000,25,50,50,784,-1.000000000,1.000000000,0.826760000
mnist_normalized,L-SHADE,rand/1,bin,4000,25,200,50,784,-1.000000000,1.000000000,0.825980000
mnist_normalized,JADE,curr_p_best,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.825820000
mnist_normalized,JADE,curr_p_best,bin,4000,50,200,200,784,-1.000000000,1.000000000,0.825320000
mnist_normalized,JDE,degl,interm,4000,10,200,100,784,-1.000000000,1.000000000,0.825260000
mnist_normalized,JDE,degl,bin,4000,50,200,200,784,-1.000000000,1.000000000,0.825220000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,6,50,25,784,-1.000000000,1.000000000,0.825100000
mnist_normalized,SHADE,degl,bin,4000,20,200,200,784,-1.000000000,1.000000000,0.824920000
mnist_normalized,L-SHADE,rand/1,bin,4000,50,200,200,784,-1.000000000,1.000000000,0.824380000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,3,50,12,784,-1.000000000,1.000000000,0.824360000
mnist_normalized,SHADE,degl,bin,4000,50,200,200,784,-1.000000000,1.000000000,0.824300000
mnist_normalized,SHADE,degl,bin,4000,25,200,100,784,-1.000000000,1.000000000,0.824060000
mnist_normalized,JADE,curr_p_best,bin,4000,13,100,50,784,-1.000000000,1.000000000,0.823820000
mnist_normalized,JADE,curr_p_best,bin,4000,2,50,12,784,-1.000000000,1.000000000,0.823700000
mnist_normalized,JADE,degl,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.822720000
mnist_normalized,JDE,degl,bin,4000,2,50,12,784,-1.000000000,1.000000000,0.821780000
mnist_normalized,SHADE,degl,bin,4000,25,200,50,784,-1.000000000,1.000000000,0.821600000
mnist_normalized,JDE,degl,interm,4000,5,50,50,784,-1.000000000,1.000000000,0.821500000
mnist_normalized,JDE,degl,interm,4000,5,200,50,784,-1.000000000,1.000000000,0.821340000
mnist_normalized,JADE,degl,bin,4000,3,100,25,784,-1.000000000,1.000000000,0.820840000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,5,50,50,784,-1.000000000,1.000000000,0.820680000
mnist_normalized,JADE,degl,bin,4000,10,100,100,784,-1.000000000,1.000000000,0.820520000
mnist_normalized,SHADE,degl,bin,4000,5,200,50,784,-1.000000000,1.000000000,0.820500000
mnist_normalized,L-SHADE,degl,bin,4000,20,200,200,784,-1.000000000,1.000000000,0.820360000
mnist_normalized,JADE,degl,bin,4000,25,200,50,784,-1.000000000,1.000000000,0.820140000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,3,100,25,784,-1.000000000,1.000000000,0.820120000
mnist_normalized,SHADE,degl,bin,4000,13,200,50,784,-1.000000000,1.000000000,0.820020000
mnist_normalized,L-SHADE,rand/1,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.819980000
mnist_normalized,JDE,curr_p_best,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.819640000
mnist_normalized,SHADE,degl,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.819620000
mnist_normalized,SHADE,curr_p_best,bin,4000,25,200,100,784,-1.000000000,1.000000000,0.819500000
mnist_normalized,L-SHADE,degl,bin,4000,10,200,100,784,-1.000000000,1.000000000,0.819300000
mnist_normalized,L-SHADE,degl,bin,4000,5,200,50,784,-1.000000000,1.000000000,0.819120000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,12,50,50,784,-1.000000000,1.000000000,0.818540000
mnist_normalized,JADE,degl,bin,4000,5,100,50,784,-1.000000000,1.000000000,0.818120000
mnist_normalized,JADE,curr_p_best,bin,4000,25,100,100,784,-1.000000000,1.000000000,0.818100000
mnist_normalized,JDE,curr_p_best,interm,4000,13,200,50,784,-1.000000000,1.000000000,0.818020000
mnist_normalized,L-SHADE,degl,bin,4000,13,200,50,784,-1.000000000,1.000000000,0.817700000
mnist_normalized,SHADE,degl,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.817700000
mnist_normalized,L-SHADE,degl,bin,4000,25,200,50,784,-1.000000000,1.000000000,0.817480000
mnist_normalized,JDE,curr_p_best,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.816740000
mnist_normalized,L-SHADE,degl,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.816440000
mnist_normalized,JDE,curr_p_best,bin,4000,25,200,50,784,-1.000000000,1.000000000,0.816420000
mnist_normalized,L-SHADE,degl,bin,4000,50,200,200,784,-1.000000000,1.000000000,0.816140000
mnist_normalized,JADE,curr_p_best,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.815960000
mnist_normalized,L-SHADE,degl,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.815920000
mnist_normalized,JADE,curr_p_best,bin,4000,7,100,25,784,-1.000000000,1.000000000,0.815460000
mnist_normalized,SHADE,curr_p_best,bin,4000,50,200,200,784,-1.000000000,1.000000000,0.815460000
mnist_normalized,JDE,degl,interm,4000,5,100,50,784,-1.000000000,1.000000000,0.815440000
mnist_normalized,L-SHADE,degl,bin,4000,25,200,100,784,-1.000000000,1.000000000,0.815440000
mnist_normalized,SHADE,curr_p_best,bin,4000,25,200,50,784,-1.000000000,1.000000000,0.814960000
mnist_normalized,SHADE,curr_p_best,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.814880000
mnist_normalized,L-SHADE,rand/1,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.814560000
mnist_normalized,JDE,curr_p_best,interm,4000,13,50,25,784,-1.000000000,1.000000000,0.814120000
mnist_normalized,L-SHADE,rand/1,bin,4000,5,100,50,784,-1.000000000,1.000000000,0.813980000
mnist_normalized,JADE,curr_p_best,bin,4000,12,50,50,784,-1.000000000,1.000000000,0.813860000
mnist_normalized,JADE,curr_p_best,bin,4000,6,50,25,784,-1.000000000,1.000000000,0.813580000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,6,50,12,784,-1.000000000,1.000000000,0.813280000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,13,200,50,784,-1.000000000,1.000000000,0.812740000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,3,50,25,784,-1.000000000,1.000000000,0.812640000
mnist_normalized,L-SHADE,rand/1,bin,4000,10,100,100,784,-1.000000000,1.000000000,0.812500000
mnist_normalized,SHADE,curr_p_best,bin,4000,13,100,50,784,-1.000000000,1.000000000,0.812400000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,25,200,100,784,-1.000000000,1.000000000,0.812320000
mnist_normalized,JDE,degl,bin,4000,25,100,100,784,-1.000000000,1.000000000,0.812260000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,13,50,25,784,-1.000000000,1.000000000,0.812220000
mnist_normalized,JDE,rand/1,bin,4000,7,100,25,784,-1.000000000,1.000000000,0.812060000
mnist_normalized,L-SHADE,rand/1,bin,4000,3,100,25,784,-1.000000000,1.000000000,0.811940000
mnist_normalized,L-SHADE,curr_p_best,interm,4000,25,50,50,784,-1.000000000,1.000000000,0.811860000
mnist_normalized,JDE,rand/1,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.811800000
mnist_normalized,SHADE,curr_p_best,bin,4000,7,100,25,784,-1.000000000,1.000000000,0.811520000
mnist_normalized,JADE,curr_p_best,bin,4000,3,50,12,784,-1.000000000,1.000000000,0.810660000
mnist_normalized,SHADE,degl,bin,4000,10,100,100,784,-1.000000000,1.000000000,0.809060000
mnist_normalized,JDE,degl,bin,4000,13,200,50,784,-1.000000000,1.000000000,0.808780000
mnist_normalized,SHADE,curr_p_best,bin,4000,2,50,12,784,-1.000000000,1.000000000,0.808520000
mnist_normalized,JADE,degl,bin,4000,25,100,100,784,-1.000000000,1.000000000,0.808120000
mnist_normalized,JDE,curr_p_best,interm,4000,100,200,200,784,-1.000000000,1.000000000,0.808080000
mnist_normalized,JDE,degl,interm,4000,3,100,25,784,-1.000000000,1.000000000,0.807960000
mnist_normalized,JADE,curr_p_best,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.807540000
mnist_normalized,JDE,degl,interm,4000,50,200,200,784,-1.000000000,1.000000000,0.807440000
mnist_normalized,SHADE,degl,bin,4000,3,100,25,784,-1.000000000,1.000000000,0.807060000
mnist_normalized,JDE,degl,bin,4000,6,50,25,784,-1.000000000,1.000000000,0.806760000
mnist_normalized,JDE,degl,bin,4000,12,50,50,784,-1.000000000,1.000000000,0.806420000
mnist_normalized,JDE,rand/1,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.805960000
mnist_normalized,JDE,degl,bin,4000,25,200,100,784,-1.000000000,1.000000000,0.805780000
mnist_normalized,JDE,rand/1,bin,4000,50,100,100,784,-1.000000000,1.000000000,0.805780000
mnist_normalized,SHADE,curr_p_best,bin,4000,25,100,100,784,-1.000000000,1.000000000,0.805780000
mnist_normalized,JADE,curr_p_best,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.805580000
mnist_normalized,JADE,degl,bin,4000,13,100,50,784,-1.000000000,1.000000000,0.805220000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,50,200,200,784,-1.000000000,1.000000000,0.805180000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,25,200,50,784,-1.000000000,1.000000000,0.804760000
mnist_normalized,JDE,curr_p_best,interm,4000,6,50,12,784,-1.000000000,1.000000000,0.804480000
mnist_normalized,SHADE,degl,bin,4000,7,100,25,784,-1.000000000,1.000000000,0.803820000
mnist_normalized,JDE,degl,bin,4000,13,100,50,784,-1.000000000,1.000000000,0.803700000
mnist_normalized,SHADE,curr_p_best,bin,4000,6,50,25,784,-1.000000000,1.000000000,0.803420000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.803240000
mnist_normalized,JDE,curr_p_best,interm,4000,50,200,100,784,-1.000000000,1.000000000,0.803220000
mnist_normalized,SHADE,degl,bin,4000,5,100,50,784,-1.000000000,1.000000000,0.802660000
mnist_normalized,JADE,degl,bin,4000,7,100,25,784,-1.000000000,1.000000000,0.801740000
mnist_normalized,L-SHADE,rand/1,bin,4000,13,100,50,784,-1.000000000,1.000000000,0.801340000
mnist_normalized,JDE,degl,bin,4000,7,100,25,784,-1.000000000,1.000000000,0.801320000
mnist_normalized,JDE,rand/1,bin,4000,5,100,50,784,-1.000000000,1.000000000,0.800980000
mnist_normalized,JADE,degl,bin,4000,50,100,100,784,-1.000000000,1.000000000,0.800920000
mnist_normalized,JDE,rand/1,bin,4000,13,100,50,784,-1.000000000,1.000000000,0.800800000
mnist_normalized,JDE,curr_p_best,interm,4000,25,200,50,784,-1.000000000,1.000000000,0.800460000
mnist_normalized,L-SHADE,rand/1,bin,4000,25,100,100,784,-1.000000000,1.000000000,0.800400000
mnist_normalized,L-SHADE,degl,bin,4000,10,100,100,784,-1.000000000,1.000000000,0.800380000
mnist_normalized,JDE,rand/1,bin,4000,3,100,25,784,-1.000000000,1.000000000,0.800060000
mnist_normalized,JDE,rand/1,bin,4000,25,100,100,784,-1.000000000,1.000000000,0.799440000
mnist_normalized,JADE,degl,bin,4000,5,50,50,784,-1.000000000,1.000000000,0.799240000
mnist_normalized,SHADE,curr_p_best,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.798780000
mnist_normalized,SHADE,curr_p_best,bin,4000,3,50,12,784,-1.000000000,1.000000000,0.798220000
mnist_normalized,JDE,degl,interm,4000,3,50,25,784,-1.000000000,1.000000000,0.798140000
mnist_normalized,JADE,degl,bin,4000,3,50,25,784,-1.000000000,1.000000000,0.797720000
mnist_normalized,SHADE,curr_p_best,bin,4000,12,50,50,784,-1.000000000,1.000000000,0.797580000
mnist_normalized,JADE,curr_p_best,bin,4000,50,100,100,784,-1.000000000,1.000000000,0.797440000
mnist_normalized,JADE,degl,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.796920000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,2,50,12,784,-1.000000000,1.000000000,0.796520000
mnist_normalized,SHADE,degl,bin,4000,25,100,100,784,-1.000000000,1.000000000,0.795480000
mnist_normalized,JADE,degl,bin,4000,2,50,12,784,-1.000000000,1.000000000,0.795380000
mnist_normalized,L-SHADE,rand/1,bin,4000,7,100,25,784,-1.000000000,1.000000000,0.795320000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.795180000
mnist_normalized,SHADE,degl,bin,4000,13,100,50,784,-1.000000000,1.000000000,0.794980000
mnist_normalized,JDE,degl,interm,4000,25,100,100,784,-1.000000000,1.000000000,0.794660000
mnist_normalized,JDE,curr_p_best,interm,4000,25,100,50,784,-1.000000000,1.000000000,0.794340000
mnist_normalized,JDE,curr_p_best,interm,4000,13,100,25,784,-1.000000000,1.000000000,0.793280000
mnist_normalized,JADE,degl,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.793280000
mnist_normalized,JDE,degl,bin,4000,3,50,12,784,-1.000000000,1.000000000,0.792720000
mnist_normalized,SHADE,curr_p_best,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.792680000
mnist_normalized,SHADE,curr_p_best,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.792000000
mnist_normalized,L-SHADE,degl,bin,4000,3,100,25,784,-1.000000000,1.000000000,0.791640000
mnist_normalized,L-SHADE,rand/1,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.790960000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,13,100,50,784,-1.000000000,1.000000000,0.790760000
mnist_normalized,JDE,rand/1,bin,4000,10,100,100,784,-1.000000000,1.000000000,0.790520000
mnist_normalized,SHADE,degl,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.790520000
mnist_normalized,SHADE,degl,bin,4000,3,50,25,784,-1.000000000,1.000000000,0.790180000
mnist_normalized,L-SHADE,degl,bin,4000,5,100,50,784,-1.000000000,1.000000000,0.790120000
mnist_normalized,SHADE,degl,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.789520000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,7,100,25,784,-1.000000000,1.000000000,0.788780000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,25,100,100,784,-1.000000000,1.000000000,0.788540000
mnist_normalized,SHADE,degl,bin,4000,50,100,100,784,-1.000000000,1.000000000,0.788460000
mnist_normalized,L-SHADE,degl,bin,4000,7,100,25,784,-1.000000000,1.000000000,0.788320000
mnist_normalized,SHADE,degl,bin,4000,5,50,50,784,-1.000000000,1.000000000,0.787900000
mnist_normalized,JDE,degl,bin,4000,50,200,100,784,-1.000000000,1.000000000,0.787760000
mnist_normalized,JADE,degl,bin,4000,6,50,25,784,-1.000000000,1.000000000,0.787580000
mnist_normalized,SHADE,degl,bin,4000,6,50,25,784,-1.000000000,1.000000000,0.787480000
mnist_normalized,JADE,curr_p_best,bin,4000,13,50,25,784,-1.000000000,1.000000000,0.786900000
mnist_normalized,JDE,degl,interm,4000,25,200,100,784,-1.000000000,1.000000000,0.786360000
mnist_normalized,L-SHADE,degl,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.786240000
mnist_normalized,L-SHADE,rand/1,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.786000000
mnist_normalized,JDE,degl,interm,4000,13,200,50,784,-1.000000000,1.000000000,0.785860000
mnist_normalized,SHADE,curr_p_best,bin,4000,50,100,100,784,-1.000000000,1.000000000,0.785760000
mnist_normalized,JADE,curr_p_best,bin,4000,6,50,12,784,-1.000000000,1.000000000,0.785280000
mnist_normalized,JDE,degl,bin,4000,100,200,200,784,-1.000000000,1.000000000,0.784840000
mnist_normalized,JADE,degl,bin,4000,12,50,50,784,-1.000000000,1.000000000,0.783760000
mnist_normalized,L-SHADE,degl,bin,4000,25,100,100,784,-1.000000000,1.000000000,0.783400000
mnist_normalized,JDE,degl,bin,4000,25,200,50,784,-1.000000000,1.000000000,0.783120000
mnist_normalized,L-SHADE,degl,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.781180000
mnist_normalized,JADE,degl,bin,4000,3,50,12,784,-1.000000000,1.000000000,0.780940000
mnist_normalized,JDE,degl,interm,4000,12,50,50,784,-1.000000000,1.000000000,0.780580000
mnist_normalized,L-SHADE,degl,bin,4000,50,100,100,784,-1.000000000,1.000000000,0.779840000
mnist_normalized,JDE,degl,interm,4000,2,50,12,784,-1.000000000,1.000000000,0.779220000
mnist_normalized,SHADE,degl,bin,4000,2,50,12,784,-1.000000000,1.000000000,0.779180000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,3,50,12,784,-1.000000000,1.000000000,0.778300000
mnist_normalized,L-SHADE,degl,bin,4000,5,50,50,784,-1.000000000,1.000000000,0.778240000
mnist_normalized,SHADE,degl,bin,4000,12,50,50,784,-1.000000000,1.000000000,0.778040000
mnist_normalized,JDE,degl,interm,4000,25,200,50,784,-1.000000000,1.000000000,0.777840000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,12,50,50,784,-1.000000000,1.000000000,0.777520000
mnist_normalized,SHADE,rand/1,bin,4000,3,50,25,784,-1.000000000,1.000000000,0.777300000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,6,50,25,784,-1.000000000,1.000000000,0.777200000
mnist_normalized,JDE,degl,bin,4000,50,100,100,784,-1.000000000,1.000000000,0.777160000
mnist_normalized,JADE,degl,bin,4000,25,50,50,784,-1.000000000,1.000000000,0.776620000
mnist_normalized,SHADE,degl,bin,4000,3,50,12,784,-1.000000000,1.000000000,0.776140000
mnist_normalized,JADE,curr_p_best,bin,4000,25,50,50,784,-1.000000000,1.000000000,0.774340000
mnist_normalized,SHADE,rand/1,bin,4000,5,50,50,784,-1.000000000,1.000000000,0.774080000
mnist_normalized,L-SHADE,rand/1,bin,4000,50,100,100,784,-1.000000000,1.000000000,0.773760000
mnist_normalized,SHADE,curr_p_best,bin,4000,6,50,12,784,-1.000000000,1.000000000,0.773460000
mnist_normalized,JDE,degl,interm,4000,50,200,100,784,-1.000000000,1.000000000,0.772100000
mnist_normalized,L-SHADE,degl,bin,4000,13,100,50,784,-1.000000000,1.000000000,0.771880000
mnist_normalized,L-SHADE,rand/1,bin,4000,5,50,50,784,-1.000000000,1.000000000,0.771600000
mnist_normalized,JDE,degl,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.771020000
mnist_normalized,SHADE,rand/1,bin,4000,12,50,50,784,-1.000000000,1.000000000,0.770900000
mnist_normalized,L-SHADE,degl,bin,4000,3,50,25,784,-1.000000000,1.000000000,0.770260000
mnist_normalized,JDE,degl,interm,4000,50,100,100,784,-1.000000000,1.000000000,0.770160000
mnist_normalized,JADE,degl,bin,4000,6,50,12,784,-1.000000000,1.000000000,0.769400000
mnist_normalized,JDE,degl,interm,4000,13,100,50,784,-1.000000000,1.000000000,0.768360000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.768100000
mnist_normalized,L-SHADE,degl,bin,4000,2,50,12,784,-1.000000000,1.000000000,0.767420000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,13,100,25,784,-1.000000000,1.000000000,0.767100000
mnist_normalized,JADE,degl,bin,4000,13,50,25,784,-1.000000000,1.000000000,0.766600000
mnist_normalized,L-SHADE,rand/1,bin,4000,3,50,25,784,-1.000000000,1.000000000,0.766040000
mnist_normalized,JDE,degl,bin,4000,25,50,50,784,-1.000000000,1.000000000,0.765360000
mnist_normalized,JDE,degl,interm,4000,6,50,25,784,-1.000000000,1.000000000,0.765240000
mnist_normalized,SHADE,degl,bin,4000,6,50,12,784,-1.000000000,1.000000000,0.765220000
mnist_normalized,JDE,degl,interm,4000,7,100,25,784,-1.000000000,1.000000000,0.764740000
mnist_normalized,JDE,degl,interm,4000,100,200,200,784,-1.000000000,1.000000000,0.764420000
mnist_normalized,SHADE,rand/1,bin,4000,5,100,50,784,-1.000000000,1.000000000,0.763480000
mnist_normalized,SHADE,rand/1,bin,4000,3,50,12,784,-1.000000000,1.000000000,0.763320000
mnist_normalized,JDE,degl,bin,4000,25,100,50,784,-1.000000000,1.000000000,0.763240000
mnist_normalized,JDE,degl,interm,4000,3,50,12,784,-1.000000000,1.000000000,0.763240000
mnist_normalized,SHADE,curr_p_best,bin,4000,25,50,50,784,-1.000000000,1.000000000,0.762280000
mnist_normalized,L-SHADE,rand/1,bin,4000,2,50,12,784,-1.000000000,1.000000000,0.761240000
mnist_normalized,L-SHADE,curr_p_best,bin,4000,50,100,100,784,-1.000000000,1.000000000,0.760560000
mnist_normalized,SHADE,curr_p_best,bin,4000,13,50,25,784,-1.000000000,1.000000000,0.758780000
mnist_normalized,SHADE,degl,bin,4000,25,50,50,784,-1.000000000,1.000000000,0.756940000
mnist_normalized,SHADE,degl,bin,4000,13,50,25,784,-1.000000000,1.000000000,0.756020000
mnist_normalized,L-SHADE,rand/1,bin,4000,12,50,50,784,-1.000000000,1.000000000,0.755920000
mnist_normalized,L-SHADE,degl,bin,4000,3,50,12,784,-1.000000000,1.000000000,0.755800000
mnist_normalized,SHADE,rand/1,bin,4000,2,50,12,784,-1.000000000,1.000000000,0.753780000
mnist_normalized,L-SHADE,rand/1,bin,4000,3,50,12,784,-1.000000000,1.000000000,0.752140000
